"Recip_County","Recip_State","Lat","Long"
"Hartley County","TX",35.840244,-102.610047
"Haskell County","TX",33.175964,-99.730774
"Hays County","TX",30.061225,-98.029267
"Hemphill County","TX",35.815956,-100.27921
"Henderson County","TX",32.211633,-95.853418
"Hidalgo County","TX",26.396384,-98.18099
"Hill County","TX",31.982681,-97.130668
"Hockley County","TX",33.605932,-102.343398
"Hood County","TX",32.430149,-97.831677
"Hopkins County","TX",33.148967,-95.565434
"Houston County","TX",31.323036,-95.4216
"Howard County","TX",32.30343,-101.438721
"Hudspeth County","TX",31.450868,-105.377549
"Hunt County","TX",33.123308,-96.08423
"Hutchinson County","TX",35.837047,-101.362746
"Irion County","TX",31.303424,-100.981304
"Jack County","TX",33.23216,-98.171177
"Jackson County","TX",28.959802,-96.58908
"Jasper County","TX",30.752932,-94.022294
"Jeff Davis County","TX",30.625357,-104.191873
"Jefferson County","TX",29.854,-94.149331
"Jim Hogg County","TX",27.053231,-98.747572
"Jim Wells County","TX",27.733516,-98.090814
"Johnson County","TX",32.379654,-97.364906
"Jones County","TX",32.743709,-99.87443
"Karnes County","TX",28.908996,-97.852205
"Kaufman County","TX",32.598944,-96.288377
"Kendall County","TX",29.943525,-98.709269
"Kenedy County","TX",26.890213,-97.591143
"Kent County","TX",33.18478,-100.76972
"Kerr County","TX",30.059953,-99.353339
"Kimble County","TX",30.479472,-99.746396
"King County","TX",33.614268,-100.245345
"Kinney County","TX",29.347086,-100.4177
"Kleberg County","TX",27.438735,-97.66062
"Knox County","TX",33.61189,-99.730356
"Lamar County","TX",33.667263,-95.570348
"Lamb County","TX",34.068861,-102.348018
"Lampasas County","TX",31.196731,-98.240889
"La Salle County","TX",28.351098,-99.096774
"Lavaca County","TX",29.382578,-96.923633
"Lee County","TX",30.321498,-96.976823
"Leon County","TX",31.300493,-95.995622
"Liberty County","TX",30.158508,-94.844061
"Limestone County","TX",31.547543,-96.593623
"Lipscomb County","TX",36.2802,-100.272683
"Live Oak County","TX",28.351535,-98.126961
"Llano County","TX",30.707584,-98.68469
"Loving County","TX",31.844936,-103.561229
"Lubbock County","TX",33.611469,-101.819944
"Lynn County","TX",33.178412,-101.818493
"McCulloch County","TX",31.205477,-99.359856
"McLennan County","TX",31.549596,-97.201511
"McMullen County","TX",28.384922,-98.578853
"Madison County","TX",30.966878,-95.930372
"Marion County","TX",32.798182,-94.356853
"Martin County","TX",32.30983,-101.961836
"Mason County","TX",30.703916,-99.237302
"Matagorda County","TX",28.77476,-96.001532
"Maverick County","TX",28.729787,-100.316678
"Medina County","TX",29.353661,-99.111085
"Menard County","TX",30.885268,-99.858861
"Midland County","TX",31.814269,-102.002454
"Milam County","TX",30.791242,-96.984395
"Mills County","TX",31.494888,-98.594623
"Mitchell County","TX",32.304117,-100.924392
"Montague County","TX",33.678356,-97.725014
"Montgomery County","TX",30.298801,-95.50295
"Moore County","TX",35.835676,-101.890502
"Morris County","TX",33.116466,-94.731265
"Motley County","TX",34.057899,-100.793152
"Nacogdoches County","TX",31.62056,-94.62025
"Navarro County","TX",32.048448,-96.476909
"Newton County","TX",30.786718,-93.73925
"Nolan County","TX",32.312338,-100.418108
"Nueces County","TX",27.740032,-97.516214
"Ochiltree County","TX",36.278744,-100.815864
"Oldham County","TX",35.401921,-102.59762
"Orange County","TX",30.122323,-93.8941
"Palo Pinto County","TX",32.752204,-98.317967
"Panola County","TX",32.163978,-94.305156
"Parker County","TX",32.777096,-97.805905
"Parmer County","TX",34.532163,-102.784853
"Pecos County","TX",30.773298,-102.718153
"Polk County","TX",30.784553,-94.837338
"Potter County","TX",35.398675,-101.893804
"Presidio County","TX",30.005891,-104.261619
"Rains County","TX",32.870457,-95.795613
"Randall County","TX",34.962529,-101.895547
"Reagan County","TX",31.375191,-101.514395
"Real County","TX",29.830097,-99.812549
"Red River County","TX",33.619625,-95.048429
"Reeves County","TX",31.308366,-103.712706
"Refugio County","TX",28.322116,-97.162472
"Roberts County","TX",35.838596,-100.836682
"Robertson County","TX",31.025481,-96.514941
"Rockwall County","TX",32.899886,-96.41205
"Runnels County","TX",31.845119,-99.982715
"Rusk County","TX",32.109423,-94.756382
"Sabine County","TX",31.3433,-93.851913
"San Augustine County","TX",31.382449,-94.16318
"San Jacinto County","TX",30.574388,-95.163136
"San Patricio County","TX",28.011794,-97.517157
"San Saba County","TX",31.155138,-98.819292
"Schleicher County","TX",30.896233,-100.527216
"Scurry County","TX",32.744353,-100.913346
"Shackelford County","TX",32.74382,-99.347005
"Shelby County","TX",31.790139,-94.142579
"Sherman County","TX",36.278593,-101.899265
"Smith County","TX",32.375105,-95.268939
"Somervell County","TX",32.218071,-97.769217
"Starr County","TX",26.530903,-98.740235
"Stephens County","TX",32.738052,-98.839344
"Sterling County","TX",31.835773,-101.054911
"Stonewall County","TX",33.17958,-100.253807
"Sutton County","TX",30.522185,-100.513359
"Swisher County","TX",34.526319,-101.743865
"Tarrant County","TX",32.772119,-97.291224
"Taylor County","TX",32.297126,-99.89043
"Terrell County","TX",30.232343,-102.072513
"Terry County","TX",33.171229,-102.339284
"Throckmorton County","TX",33.170695,-99.205796
"Titus County","TX",33.214599,-94.966783
"Tom Green County","TX",31.398295,-100.46385
"Travis County","TX",30.239513,-97.69127
"Trinity County","TX",31.096675,-95.151687
"Tyler County","TX",30.769295,-94.375656
"Upshur County","TX",32.735349,-94.941184
"Upton County","TX",31.353816,-102.041546
"Uvalde County","TX",29.350308,-99.768427
"Val Verde County","TX",29.875285,-101.143324
"Van Zandt County","TX",32.558787,-95.836906
"Victoria County","TX",28.79637,-96.971198
"Walker County","TX",30.743163,-95.569825
"Waller County","TX",30.01359,-95.982149
"Ward County","TX",31.513069,-103.105113
"Washington County","TX",30.215075,-96.410272
"Webb County","TX",27.760799,-99.340752
"Wharton County","TX",29.27848,-96.229674
"Wheeler County","TX",35.392593,-100.253107
"Wichita County","TX",33.988212,-98.70801
"Wilbarger County","TX",34.08492,-99.24244
"Willacy County","TX",26.481861,-97.594731
"Williamson County","TX",30.649082,-97.605065
"Wilson County","TX",29.173883,-98.086734
"Winkler County","TX",31.832862,-103.054925
"Wise County","TX",33.219095,-97.653997
"Wood County","TX",32.783588,-95.382166
"Yoakum County","TX",33.162339,-102.832241
"Young County","TX",33.158778,-98.67839
"Zapata County","TX",26.996981,-99.182603
"Zavala County","TX",28.864652,-99.75983
"Beaver County","UT",38.357535,-113.238948
"Box Elder County","UT",41.622623,-113.060252
"Cache County","UT",41.734118,-111.745394
"Carbon County","UT",39.673284,-110.588484
"Daggett County","UT",40.890099,-109.505785
"Davis County","UT",41.037559,-112.201943
"Duchesne County","UT",40.289393,-110.429584
"Emery County","UT",39.009025,-110.7211
"Garfield County","UT",37.831663,-111.450907
"Grand County","UT",38.974326,-109.57345
"Iron County","UT",37.909304,-113.30674
"Juab County","UT",39.71412,-112.790471
"Kane County","UT",37.275089,-111.815329
"Millard County","UT",38.956744,-113.133092
"Morgan County","UT",41.091027,-111.577885
"Piute County","UT",38.335881,-112.129375
"Rich County","UT",41.627598,-111.240227
"Salt Lake County","UT",40.667883,-111.92424
"San Juan County","UT",37.602633,-109.791574
"Sanpete County","UT",39.373426,-111.576933
"Sevier County","UT",38.746824,-111.81193
"Summit County","UT",40.87206,-110.968486
"Tooele County","UT",40.467753,-113.123979
"Uintah County","UT",40.125887,-109.517748
"Utah County","UT",40.120418,-111.668563
"Wasatch County","UT",40.334884,-111.161568
"Washington County","UT",37.262531,-113.4878
"Wayne County","UT",38.259856,-110.990872
"Weber County","UT",41.270325,-111.876883
"Addison County","VT",44.031248,-73.141581
"Bennington County","VT",43.035328,-73.111496
"Caledonia County","VT",44.468791,-72.112168
"Chittenden County","VT",44.463329,-73.06941
"Essex County","VT",44.724021,-71.732736
"Franklin County","VT",44.858964,-72.909402
"Grand Isle County","VT",44.801787,-73.300759
"Lamoille County","VT",44.611192,-72.632659
"Orange County","VT",44.003373,-72.369579
"Orleans County","VT",44.828442,-72.25163
"Rutland County","VT",43.612399,-73.060304
"Washington County","VT",44.274969,-72.609444
"Windham County","VT",42.995304,-72.721877
"Windsor County","VT",43.572448,-72.598813
"Accomack County","VA",37.765944,-75.757807
"Albemarle County","VA",38.024184,-78.553506
"Alleghany County","VA",37.787905,-80.008669
"Amelia County","VA",37.331927,-77.977462
"Amherst County","VA",37.629304,-79.154667
"Appomattox County","VA",37.370725,-78.81094
"Arlington County","VA",38.878337,-77.100703
"Augusta County","VA",38.17259,-79.140975
"Bath County","VA",38.068368,-79.731203
"Bedford County","VA",37.312257,-79.527223
"Bland County","VA",37.130612,-81.125853
"Botetourt County","VA",37.565482,-79.797546
"Brunswick County","VA",36.764204,-77.861483
"Buchanan County","VA",37.26812,-82.038151
"Buckingham County","VA",37.573928,-78.529169
"Campbell County","VA",37.210152,-79.095428
"Caroline County","VA",38.028033,-77.353736
"Carroll County","VA",36.731963,-80.727831
"Charles City County","VA",37.361054,-77.05417
"Charlotte County","VA",37.009042,-78.658568
"Chesterfield County","VA",37.378434,-77.585847
"Clarke County","VA",39.115307,-77.990748
"Craig County","VA",37.473603,-80.231051
"Culpeper County","VA",38.48593,-77.956476
"Cumberland County","VA",37.520189,-78.252836
"Dickenson County","VA",37.136701,-82.34922
"Dinwiddie County","VA",37.073498,-77.635492
"Essex County","VA",37.936389,-76.933747
"Fairfax County","VA",38.82952,-77.273252
"Fauquier County","VA",38.744096,-77.8215
"Floyd County","VA",36.931433,-80.350266
"Fluvanna County","VA",37.830584,-78.283494
"Franklin County","VA",36.991186,-79.882715
"Frederick County","VA",39.20366,-78.263829
"Giles County","VA",37.318072,-80.698321
"Gloucester County","VA",37.403541,-76.523505
"Goochland County","VA",37.718814,-77.917626
"Grayson County","VA",36.652229,-81.215324
"Greene County","VA",38.297981,-78.470163
"Greensville County","VA",36.680336,-77.560277
"Halifax County","VA",36.766461,-78.939614
"Hanover County","VA",37.760215,-77.491317
"Henrico County","VA",37.43752,-77.300333
"Henry County","VA",36.620612,-79.980662
"Highland County","VA",38.366243,-79.564472
"Isle of Wight County","VA",36.901418,-76.707569
"James City County","VA",37.324837,-76.777888
"King and Queen County","VA",37.717772,-76.905581
"King George County","VA",38.27718,-77.162636
"King William County","VA",37.70826,-77.091054
"Lancaster County","VA",37.704843,-76.412663
"Lee County","VA",36.701721,-83.130112
"Loudoun County","VA",39.0812,-77.638898
"Louisa County","VA",37.972704,-77.959795
"Lunenburg County","VA",36.945555,-78.240528
"Madison County","VA",38.412059,-78.276961
"Mathews County","VA",37.425348,-76.268808
"Mecklenburg County","VA",36.687256,-78.368959
"Middlesex County","VA",37.606975,-76.528082
"Montgomery County","VA",37.175538,-80.387794
"Nelson County","VA",37.789079,-78.88344
"New Kent County","VA",37.51016,-76.999331
"Northampton County","VA",37.302775,-75.924018
"Northumberland County","VA",37.856974,-76.379687
"Nottoway County","VA",37.141167,-78.053866
"Orange County","VA",38.249326,-78.011092
"Page County","VA",38.623209,-78.491872
"Patrick County","VA",36.667138,-80.286413
"Pittsylvania County","VA",36.821721,-79.398502
"Powhatan County","VA",37.549404,-77.912855
"Prince Edward County","VA",37.224881,-78.432957
"Prince George County","VA",37.187325,-77.220993
"Prince William County","VA",38.701119,-77.479579
"Pulaski County","VA",37.063385,-80.713444
"Rappahannock County","VA",38.684522,-78.168824
"Richmond County","VA",37.942894,-76.730561
"Roanoke County","VA",37.330792,-80.191237
"Rockbridge County","VA",37.814517,-79.447754
"Rockingham County","VA",38.507585,-78.885321
"Russell County","VA",36.93342,-82.095934
"Scott County","VA",36.712776,-82.613624
"Shenandoah County","VA",38.856204,-78.573987
"Smyth County","VA",36.842318,-81.539786
"Southampton County","VA",36.720068,-77.103813
"Spotsylvania County","VA",38.182431,-77.657226
"Stafford County","VA",38.423084,-77.458048
"Surry County","VA",37.119761,-76.880172
"Sussex County","VA",36.926645,-77.259732
"Tazewell County","VA",37.125395,-81.562924
"Warren County","VA",38.908221,-78.207594
"Washington County","VA",36.747814,-81.950322
"Westmoreland County","VA",38.109311,-76.803933
"Wise County","VA",36.974561,-82.62156
"Wythe County","VA",36.899868,-81.08301
"York County","VA",37.220914,-76.395533
"Alexandria city","VA",38.819251,-77.08367
"Bristol city","VA",36.616954,-82.157564
"Buena Vista city","VA",37.729345,-79.358134
"Charlottesville city","VA",38.037658,-78.485381
"Chesapeake city","VA",36.679376,-76.301788
"Colonial Heights city","VA",37.261685,-77.396804
"Covington city","VA",37.78106,-79.985434
"Danville city","VA",36.583334,-79.408071
"Emporia city","VA",36.696182,-77.535975
"Fairfax city","VA",38.853183,-77.299025
"Falls Church city","VA",38.884722,-77.175603
"Franklin city","VA",36.684014,-76.941396
"Fredericksburg city","VA",38.299272,-77.486658
"Galax city","VA",36.66564,-80.914308
"Hampton city","VA",37.047961,-76.297293
"Harrisonburg city","VA",38.436255,-78.873303
"Hopewell city","VA",37.29101,-77.298944
"Lexington city","VA",37.782332,-79.44432
"Lynchburg city","VA",37.399016,-79.195458
"Manassas city","VA",38.746808,-77.482633
"Manassas Park city","VA",38.769398,-77.442323
"Martinsville city","VA",36.683527,-79.863647
"Newport News city","VA",37.076136,-76.52198
"Norfolk city","VA",36.923015,-76.244641
"Norton city","VA",36.931549,-82.625996
"Petersburg city","VA",37.20473,-77.392368
"Poquoson city","VA",37.12836,-76.303534
"Portsmouth city","VA",36.859339,-76.356973
"Radford city","VA",37.120119,-80.559147
"Richmond city","VA",37.531399,-77.476009
"Roanoke city","VA",37.278458,-79.958174
"Salem city","VA",37.285333,-80.055241
"Staunton city","VA",38.157978,-79.061876
"Suffolk city","VA",36.697157,-76.634781
"Virginia Beach city","VA",36.779525,-76.029142
"Waynesboro city","VA",38.067157,-78.90142
"Williamsburg city","VA",37.269481,-76.708193
"Winchester city","VA",39.173869,-78.176356
"Adams County","WA",47.011238,-118.512861
"Asotin County","WA",46.181861,-117.227781
"Benton County","WA",46.228125,-119.516659
"Chelan County","WA",47.860974,-120.619041
"Clallam County","WA",48.110903,-123.88986
"Clark County","WA",45.77173,-122.485953
"Columbia County","WA",46.29285,-117.911634
"Cowlitz County","WA",46.196785,-122.67846
"Douglas County","WA",47.741763,-119.694622
"Ferry County","WA",48.473256,-118.533589
"Franklin County","WA",46.537502,-118.903891
"Garfield County","WA",46.429318,-117.536705
"Grant County","WA",47.213633,-119.467788
"Grays Harbor County","WA",47.113732,-123.826735
"Island County","WA",48.158554,-122.670649
"Jefferson County","WA",47.805708,-123.527057
"King County","WA",47.490552,-121.833977
"Kitsap County","WA",47.639595,-122.649634
"Kittitas County","WA",47.124441,-120.676709
"Klickitat County","WA",45.870446,-120.779305
"Lewis County","WA",46.580071,-122.377444
"Lincoln County","WA",47.582743,-118.417692
"Mason County","WA",47.350832,-123.173103
"Okanogan County","WA",48.548453,-119.742235
"Pacific County","WA",46.556587,-123.782419
"Pend Oreille County","WA",48.543825,-117.232191
"Pierce County","WA",47.051413,-122.15324
"San Juan County","WA",48.50719,-123.103769
"Skagit County","WA",48.493292,-121.81577
"Skamania County","WA",46.024785,-121.953232
"Snohomish County","WA",48.054913,-121.765038
"Spokane County","WA",47.620375,-117.403371
"Stevens County","WA",48.388728,-117.854455
"Thurston County","WA",46.935822,-122.830152
"Wahkiakum County","WA",46.294638,-123.424458
"Walla Walla County","WA",46.254606,-118.48037
"Whatcom County","WA",48.842653,-121.836432
"Whitman County","WA",46.905944,-117.53539
"Yakima County","WA",46.456558,-120.740145
"Barbour County","WV",39.139725,-79.996947
"Berkeley County","WV",39.447938,-78.037754
"Boone County","WV",38.022814,-81.713538
"Braxton County","WV",38.69933,-80.73166
"Brooke County","WV",40.272645,-80.578691
"Cabell County","WV",38.419578,-82.243397
"Calhoun County","WV",38.844159,-81.115478
"Clay County","WV",38.459826,-81.081866
"Doddridge County","WV",39.264307,-80.711498
"Fayette County","WV",38.030948,-81.08607
"Gilmer County","WV",38.915867,-80.849413
"Grant County","WV",39.105988,-79.195064
"Greenbrier County","WV",37.924418,-80.45059
"Hampshire County","WV",39.312139,-78.611989
"Hancock County","WV",40.516958,-80.570164
